DT,T,RH,AH,PT08.S1(CO)
2004-05-08 19:00:00,16.7,44.6,0.8393,1175.0
2004-05-08 20:00:00,15.1,51.8,0.8816,1215.0
2004-05-08 21:00:00,14.1,56.2,0.9028,1072.0
2004-05-08 22:00:00,13.8,58.3,0.9147,1070.0
2004-05-08 23:00:00,13.7,59.7,0.9285,1021.0
2004-05-09 00:00:00,13.7,60.3,0.9405,1063.0
2004-05-09 01:00:00,12.7,64.9,0.9506,1068.0
2004-05-09 02:00:00,12.6,65.4,0.9529,993.0
2004-05-09 03:00:00,12.1,68.6,0.964,1034.0
2004-05-09 04:00:00,12.3,68.0,0.9722,1025.0
2004-05-09 05:00:00,11.9,71.1,0.9899,1036.0
2004-05-09 06:00:00,11.3,73.8,0.9848,924.0
2004-05-09 07:00:00,13.1,62.6,0.9419,922.0
2004-05-09 08:00:00,16.8,46.8,0.8881,830.0
2004-05-09 09:00:00,17.9,44.8,0.9104,947.0
2004-05-09 10:00:00,17.8,49.5,0.9986,977.0
2004-05-09 11:00:00,18.8,46.4,0.9968,1025.0
2004-05-09 12:00:00,19.3,44.0,0.9783,1040.0
2004-05-09 13:00:00,14.7,68.4,1.1405,1013.0
2004-05-09 14:00:00,15.6,65.8,1.1577,1035.0
2004-05-09 15:00:00,17.7,54.0,1.0826,1086.0
2004-05-09 16:00:00,17.8,46.7,0.9466,967.0
2004-05-09 17:00:00,17.8,44.4,0.8967,968.0
2004-05-09 18:00:00,17.8,44.3,0.8929,1004.0
2004-05-09 19:00:00,16.4,47.8,0.8851,1132.0
2004-05-09 20:00:00,15.6,51.6,0.9063,1121.0
2004-05-09 21:00:00,14.9,55.0,0.9228,1068.0
2004-05-09 22:00:00,13.8,59.8,0.9398,1123.0
2004-05-09 23:00:00,13.8,62.1,0.9721,1101.0
2004-05-10 00:00:00,13.9,61.1,0.9656,997.0
2004-05-10 01:00:00,14.9,57.6,0.9684,875.0
2004-05-10 02:00:00,14.4,60.1,0.9797,815.0
2004-05-10 03:00:00,13.8,63.2,0.9952,803.0
2004-05-10 04:00:00,14.2,62.9,1.0136,829.0
2004-05-10 05:00:00,14.0,63.8,1.0167,867.0
2004-05-10 06:00:00,13.4,67.4,1.0292,1118.0
2004-05-10 07:00:00,14.7,62.3,1.0351,1632.0
2004-05-10 08:00:00,16.0,57.3,1.0342,1598.0
2004-05-10 09:00:00,17.8,51.1,1.0362,1378.0
2004-05-10 10:00:00,20.0,45.0,1.0379,1132.0
2004-05-10 11:00:00,20.3,44.1,1.0392,1108.0
2004-05-10 12:00:00,20.7,42.4,1.0248,1131.0
2004-05-10 13:00:00,20.8,40.6,0.9888,1105.0
2004-05-10 14:00:00,21.5,39.7,1.0042,1120.0
2004-05-10 15:00:00,25.0,30.1,0.9394,1100.0
2004-05-10 16:00:00,25.2,29.7,0.9371,1098.0
2004-05-10 17:00:00,23.4,32.0,0.91,1137.0
2004-05-10 18:00:00,21.0,37.8,0.9298,1267.0
2004-05-10 19:00:00,19.2,45.7,1.0084,1319.0
2004-05-10 20:00:00,17.7,50.9,1.0232,1160.0
2004-05-10 21:00:00,16.8,53.6,1.0167,1084.0
2004-05-10 22:00:00,15.8,56.2,1.0033,1025.0
2004-05-10 23:00:00,16.0,56.5,1.0166,953.0
2004-05-11 00:00:00,14.2,64.1,1.0346,959.0
2004-05-11 01:00:00,15.0,59.8,1.0142,834.0
2004-05-11 02:00:00,14.3,61.9,1.0031,787.0
2004-05-11 03:00:00,12.8,66.0,0.969,799.0
2004-05-11 04:00:00,11.4,70.5,0.9484,807.0
2004-05-11 05:00:00,12.0,68.0,0.9547,866.0
2004-05-11 06:00:00,11.3,70.4,0.9443,1035.0
2004-05-11 07:00:00,12.7,65.6,0.962,1469.0
2004-05-11 08:00:00,14.5,59.8,0.9795,1553.0
2004-05-11 09:00:00,17.5,49.8,0.9877,1513.0
2004-05-11 10:00:00,21.9,35.2,0.9128,1395.0
2004-05-11 11:00:00,23.5,29.5,0.8435,1209.0
2004-05-11 12:00:00,24.3,29.8,0.8926,1142.0
2004-05-11 13:00:00,23.8,31.7,0.9212,1140.0
2004-05-11 14:00:00,24.2,31.2,0.9257,1105.0
2004-05-11 15:00:00,26.5,27.2,0.9282,1131.0
2004-05-11 16:00:00,25.7,28.4,0.9248,1162.0
2004-05-11 17:00:00,26.3,27.5,0.9306,1336.0
2004-05-11 18:00:00,24.4,31.6,0.9545,1533.0
2004-05-11 19:00:00,23.1,35.3,0.9845,1650.0
2004-05-11 20:00:00,21.1,40.2,0.997,1535.0
2004-05-11 21:00:00,19.2,52.3,1.1516,1382.0
2004-05-11 22:00:00,18.1,58.7,1.2072,1335.0
2004-05-11 23:00:00,17.3,58.8,1.1494,1267.0
2004-05-12 00:00:00,16.9,58.8,1.125,1122.0
2004-05-12 01:00:00,17.6,57.6,1.1484,986.0
2004-05-12 02:00:00,15.6,63.9,1.1287,966.0
2004-05-12 03:00:00,14.9,65.7,1.1073,919.0
2004-05-12 04:00:00,15.6,62.2,1.0961,872.0
2004-05-12 05:00:00,14.0,68.3,1.0884,967.0
2004-05-12 06:00:00,14.5,65.7,1.0804,1152.0
2004-05-12 07:00:00,15.5,62.2,1.0875,1500.0
2004-05-12 08:00:00,17.0,56.8,1.0909,1754.0
2004-05-12 09:00:00,18.8,52.4,1.1285,1558.0
2004-05-12 10:00:00,19.7,51.9,1.1796,1446.0
2004-05-12 11:00:00,20.9,44.6,1.0872,1349.0
2004-05-12 12:00:00,21.9,43.3,1.1265,1452.0
2004-05-12 13:00:00,20.4,55.7,1.3205,1676.0
2004-05-12 14:00:00,17.4,67.0,1.325,1327.0
2004-05-12 15:00:00,17.1,64.0,1.2413,1248.0
2004-05-12 16:00:00,17.3,61.1,1.1957,1250.0
2004-05-12 17:00:00,17.7,56.3,1.13,1222.0
2004-05-12 18:00:00,17.4,48.6,0.9559,1159.0
2004-05-12 19:00:00,17.6,43.7,0.8698,1192.0
2004-05-12 20:00:00,16.7,47.2,0.892,1074.0
2004-05-12 21:00:00,16.8,45.6,0.8636,984.0
2004-05-12 22:00:00,16.1,52.0,0.946,970.0
2004-05-12 23:00:00,15.5,57.1,0.996,987.0
2004-05-13 00:00:00,16.2,50.2,0.9156,1003.0
2004-05-13 01:00:00,16.4,50.5,0.938,933.0
2004-05-13 02:00:00,16.2,52.8,0.9626,859.0
2004-05-13 03:00:00,16.0,53.7,0.9723,815.0
2004-05-13 04:00:00,16.2,53.0,0.9672,792.0
2004-05-13 05:00:00,16.2,53.7,0.9799,835.0
2004-05-13 06:00:00,15.9,55.3,0.991,975.0
2004-05-13 07:00:00,16.2,55.6,1.0151,1133.0
2004-05-13 08:00:00,16.0,59.3,1.0711,1347.0
2004-05-13 09:00:00,16.6,55.6,1.042,1122.0
2004-05-13 10:00:00,17.4,51.8,1.022,1152.0
2004-05-13 11:00:00,17.6,49.7,0.9944,1020.0
2004-05-13 12:00:00,17.2,52.8,1.0236,1066.0
2004-05-13 13:00:00,18.2,49.6,1.0268,1105.0
2004-05-13 14:00:00,19.5,45.0,1.0114,1056.0
2004-05-13 15:00:00,19.5,45.5,1.0189,1084.0
2004-05-13 16:00:00,19.8,44.3,1.0104,1288.0
2004-05-13 17:00:00,20.3,43.1,1.0114,1390.0
2004-05-13 18:00:00,20.3,44.4,1.0457,1374.0
2004-05-13 19:00:00,19.8,47.9,1.092,1378.0
2004-05-13 20:00:00,19.1,52.3,1.1486,1428.0
2004-05-13 21:00:00,18.2,54.7,1.1336,1336.0
2004-05-13 22:00:00,17.8,55.0,1.1097,1234.0
2004-05-13 23:00:00,17.5,56.4,1.1175,1300.0
2004-05-14 00:00:00,17.3,57.8,1.1298,1246.0
2004-05-14 01:00:00,16.8,57.5,1.0912,1141.0
2004-05-14 02:00:00,16.3,57.0,1.0484,1014.0
2004-05-14 03:00:00,16.2,56.3,1.0262,938.0
2004-05-14 04:00:00,15.5,59.9,1.0498,988.0
2004-05-14 05:00:00,16.0,58.3,1.0481,983.0
2004-05-14 06:00:00,17.2,52.3,1.0169,1033.0
2004-05-14 07:00:00,18.5,49.4,1.0397,1388.0
2004-05-14 08:00:00,20.0,45.6,1.0524,1512.0
2004-05-14 09:00:00,21.0,37.9,0.9313,1148.0
2004-05-14 10:00:00,22.8,32.4,0.887,1095.0
2004-05-14 11:00:00,25.5,25.6,0.8218,987.0
2004-05-14 12:00:00,25.9,23.6,0.7771,984.0
2004-05-14 13:00:00,27.7,20.8,0.7599,1072.0
2004-05-14 14:00:00,27.1,21.6,0.7618,1048.0
2004-05-14 15:00:00,28.4,20.2,0.7697,1042.0
2004-05-14 16:00:00,28.1,21.9,0.8184,1113.0
2004-05-14 17:00:00,27.6,22.3,0.8116,1146.0
2004-05-14 18:00:00,25.2,24.3,0.7671,1239.0
2004-05-14 19:00:00,24.6,25.1,0.7636,1302.0
2004-05-14 20:00:00,23.1,27.2,0.7575,1181.0
2004-05-14 21:00:00,22.0,28.6,0.7483,1068.0
2004-05-14 22:00:00,20.8,34.5,0.8365,1135.0
2004-05-14 23:00:00,20.4,35.3,0.8352,1121.0
2004-05-15 00:00:00,19.1,38.3,0.8381,1131.0
2004-05-15 01:00:00,18.0,40.5,0.8271,947.0
2004-05-15 02:00:00,17.4,43.4,0.8553,935.0
2004-05-15 03:00:00,14.8,50.6,0.8489,941.0
2004-05-15 04:00:00,14.6,51.4,0.8489,867.0
2004-05-15 05:00:00,15.7,46.9,0.8329,839.0
2004-05-15 06:00:00,15.3,49.7,0.8552,873.0
2004-05-15 07:00:00,16.0,47.4,0.8564,1065.0
2004-05-15 08:00:00,17.6,43.3,0.8647,1187.0
2004-05-15 09:00:00,20.3,37.4,0.8807,1249.0
2004-05-15 10:00:00,23.1,30.3,0.8425,1157.0
2004-05-15 11:00:00,25.0,24.2,0.7568,988.0
2004-05-15 12:00:00,25.6,23.5,0.7611,1025.0
2004-05-15 13:00:00,25.5,22.6,0.7288,997.0
2004-05-15 14:00:00,26.1,21.1,0.7023,916.0
2004-05-15 15:00:00,28.2,19.4,0.7303,965.0
2004-05-15 16:00:00,27.4,20.5,0.7379,985.0
2004-05-15 17:00:00,26.0,22.7,0.7532,1026.0
2004-05-15 18:00:00,23.8,27.1,0.7858,1125.0
2004-05-15 19:00:00,23.0,28.7,0.7976,1159.0
2004-05-15 20:00:00,21.7,31.8,0.8191,1284.0
2004-05-15 21:00:00,20.9,33.2,0.8098,1101.0
2004-05-15 22:00:00,20.2,34.3,0.8017,1101.0
2004-05-15 23:00:00,19.6,37.0,0.8325,1183.0
2004-05-16 00:00:00,18.1,40.9,0.8441,1132.0
2004-05-16 01:00:00,17.0,43.3,0.8341,998.0
2004-05-16 02:00:00,16.7,43.4,0.8193,911.0
2004-05-16 03:00:00,15.9,44.7,0.8009,875.0
2004-05-16 04:00:00,15.2,45.5,0.783,808.0
2004-05-16 05:00:00,13.5,50.1,0.7706,792.0
2004-05-16 06:00:00,14.2,49.9,0.8025,822.0
2004-05-16 07:00:00,13.8,51.4,0.8059,918.0
2004-05-16 08:00:00,16.3,45.1,0.8286,975.0
2004-05-16 09:00:00,19.2,35.4,0.7812,1047.0
2004-05-16 10:00:00,25.5,21.1,0.677,1053.0
2004-05-16 11:00:00,28.2,19.0,0.7164,1017.0
2004-05-16 12:00:00,29.5,19.8,0.8013,1021.0
2004-05-16 13:00:00,30.6,19.4,0.8348,941.0
2004-05-16 14:00:00,29.9,22.0,0.9181,991.0
2004-05-16 15:00:00,31.5,21.9,0.997,1117.0
2004-05-16 16:00:00,31.2,24.6,1.0987,1217.0
2004-05-16 17:00:00,30.4,26.5,1.1347,1248.0
2004-05-16 18:00:00,26.8,33.5,1.1602,1242.0
2004-05-16 19:00:00,25.5,37.4,1.1995,1403.0
2004-05-16 20:00:00,23.7,39.4,1.1381,1238.0
2004-05-16 21:00:00,22.9,37.0,1.0197,1093.0
2004-05-16 22:00:00,20.8,36.3,0.8775,1034.0
2004-05-16 23:00:00,20.3,28.5,0.6686,934.0
2004-05-17 00:00:00,19.6,26.5,0.5974,913.0
2004-05-17 01:00:00,19.1,25.9,0.5673,835.0
2004-05-17 02:00:00,18.4,27.6,0.5799,773.0
2004-05-17 03:00:00,17.4,30.2,0.5945,771.0
2004-05-17 04:00:00,16.3,34.1,0.6257,805.0
2004-05-17 05:00:00,15.8,36.5,0.6535,930.0
2004-05-17 06:00:00,16.0,38.1,0.6879,1009.0
2004-05-17 07:00:00,17.6,35.0,0.6965,1196.0
2004-05-17 08:00:00,18.5,31.2,0.6611,1010.0
2004-05-17 09:00:00,19.8,28.5,0.652,990.0
2004-05-17 10:00:00,22.3,24.1,0.6394,988.0
2004-05-17 11:00:00,24.2,21.7,0.6451,979.0
2004-05-17 12:00:00,25.1,20.8,0.6516,1029.0
2004-05-17 13:00:00,25.8,19.5,0.6392,984.0
2004-05-17 14:00:00,26.3,18.9,0.6344,985.0
2004-05-17 15:00:00,25.8,18.6,0.608,981.0
2004-05-17 16:00:00,25.7,19.4,0.6304,1020.0
2004-05-17 17:00:00,26.7,17.1,0.5909,1106.0
2004-05-17 18:00:00,24.3,19.8,0.5933,1153.0
2004-05-17 19:00:00,23.5,20.8,0.5937,1215.0
2004-05-17 20:00:00,22.0,24.0,0.6263,1094.0
2004-05-17 21:00:00,21.1,26.2,0.6481,944.0
2004-05-17 22:00:00,20.9,28.8,0.7014,964.0
2004-05-17 23:00:00,20.2,31.2,0.7304,1003.0
2004-05-18 00:00:00,20.0,31.5,0.7262,914.0
2004-05-18 01:00:00,20.8,32.3,0.7813,839.0
2004-05-18 02:00:00,20.0,34.5,0.7954,830.0
2004-05-18 03:00:00,21.2,32.9,0.8178,812.0
2004-05-18 04:00:00,18.3,40.0,0.8345,832.0
2004-05-18 05:00:00,17.0,44.6,0.8593,903.0
2004-05-18 06:00:00,17.1,45.3,0.8784,1022.0
2004-05-18 07:00:00,17.1,46.5,0.901,1378.0
2004-05-18 08:00:00,18.8,39.7,0.8547,1745.0
2004-05-18 09:00:00,20.3,38.1,0.8946,1326.0
2004-05-18 10:00:00,25.3,27.0,0.8565,1215.0
2004-05-18 11:00:00,27.4,22.8,0.8219,1138.0
2004-05-18 12:00:00,30.0,20.0,0.8338,1244.0
2004-05-18 13:00:00,30.9,19.1,0.8394,1261.0
2004-05-18 14:00:00,30.6,20.2,0.8719,1182.0
2004-05-18 15:00:00,32.2,18.9,0.8964,1208.0
2004-05-18 16:00:00,31.7,19.5,0.8981,1158.0
2004-05-18 17:00:00,30.9,20.5,0.8996,1346.0
2004-05-18 18:00:00,27.5,24.7,0.8899,1443.0
2004-05-18 19:00:00,25.8,27.0,0.8821,1440.0
2004-05-18 20:00:00,23.7,30.0,0.8633,1232.0
2004-05-18 21:00:00,22.2,33.4,0.8806,1159.0
2004-05-18 22:00:00,21.1,36.5,0.9019,1081.0
2004-05-18 23:00:00,20.2,38.6,0.9016,1083.0
2004-05-19 00:00:00,19.3,43.0,0.9535,1069.0
2004-05-19 01:00:00,19.2,43.6,0.9591,940.0
2004-05-19 02:00:00,18.4,45.7,0.9599,901.0
2004-05-19 03:00:00,18.7,44.3,0.9453,848.0
2004-05-19 04:00:00,16.3,51.4,0.9468,846.0
2004-05-19 05:00:00,17.0,49.2,0.9459,848.0
2004-05-19 06:00:00,16.4,52.1,0.9612,980.0
2004-05-19 07:00:00,16.4,53.4,0.9863,1408.0
2004-05-19 08:00:00,18.6,46.8,0.99,1716.0
2004-05-19 09:00:00,21.0,41.1,1.0104,1475.0
2004-05-19 10:00:00,26.4,28.9,0.9785,1262.0
2004-05-19 11:00:00,27.7,26.3,0.9652,1156.0
2004-05-19 12:00:00,30.1,22.1,0.9281,1192.0
2004-05-19 13:00:00,31.0,22.9,1.0144,1233.0
2004-05-19 14:00:00,31.0,22.6,1.0012,1208.0
2004-05-19 15:00:00,31.6,21.0,0.959,1215.0
2004-05-19 16:00:00,30.4,24.7,1.0526,1251.0
2004-05-19 17:00:00,28.8,26.3,1.0271,1358.0
2004-05-19 18:00:00,26.4,30.1,1.0204,1379.0
2004-05-19 19:00:00,24.7,31.5,0.9672,1379.0
2004-05-19 20:00:00,22.9,36.5,1.0083,1373.0
2004-05-19 21:00:00,20.8,41.8,1.0155,1197.0
2004-05-19 22:00:00,19.7,47.1,1.0666,1238.0
2004-05-19 23:00:00,18.9,52.2,1.1313,1255.0
2004-05-20 00:00:00,18.5,50.1,1.0539,1164.0
2004-05-20 01:00:00,18.0,53.0,1.0832,1046.0
2004-05-20 02:00:00,18.4,51.7,1.0819,956.0
2004-05-20 03:00:00,19.8,46.2,1.056,885.0
2004-05-20 04:00:00,19.6,47.7,1.0736,877.0
2004-05-20 05:00:00,17.3,54.1,1.0582,925.0
2004-05-20 06:00:00,15.8,59.0,1.0495,1086.0
2004-05-20 07:00:00,16.6,55.9,1.0486,1490.0
2004-05-20 08:00:00,18.7,52.8,1.1279,1763.0
2004-05-20 09:00:00,20.7,46.4,1.1227,1462.0
2004-05-20 10:00:00,26.1,30.0,0.9972,1232.0
2004-05-20 11:00:00,28.6,25.8,0.9989,1239.0
2004-05-20 12:00:00,30.3,23.3,0.9869,1218.0
2004-05-20 13:00:00,31.3,22.3,1.0043,1235.0
2004-05-20 14:00:00,31.1,22.3,0.9888,1196.0
2004-05-20 15:00:00,32.4,20.4,0.9732,1288.0
2004-05-20 16:00:00,32.6,19.3,0.935,1248.0
2004-05-20 17:00:00,31.2,20.3,0.9064,1401.0
2004-05-20 18:00:00,27.7,24.8,0.9106,1401.0
2004-05-20 19:00:00,25.7,27.9,0.908,1444.0
2004-05-20 20:00:00,24.1,29.9,0.8879,1379.0
2004-05-20 21:00:00,22.2,34.4,0.9072,1251.0
2004-05-20 22:00:00,20.7,38.0,0.9149,1269.0
2004-05-20 23:00:00,20.2,42.8,0.9983,1242.0
2004-05-21 00:00:00,20.5,42.0,1.0004,1045.0
2004-05-21 01:00:00,20.1,42.0,0.9763,937.0
2004-05-21 02:00:00,20.0,41.5,0.9571,875.0
2004-05-21 03:00:00,16.3,51.6,0.9461,889.0
2004-05-21 04:00:00,16.5,50.2,0.932,888.0
2004-05-21 05:00:00,16.4,50.2,0.931,881.0
2004-05-21 06:00:00,14.9,54.7,0.9203,998.0
2004-05-21 07:00:00,16.4,51.3,0.9474,1517.0
2004-05-21 08:00:00,18.2,46.2,0.9575,1522.0
2004-05-21 09:00:00,20.7,40.0,0.9639,1417.0
2004-05-21 10:00:00,26.5,27.0,0.9217,1329.0
2004-05-21 11:00:00,28.5,23.8,0.915,1203.0
2004-05-21 12:00:00,29.7,23.7,0.9714,1234.0
2004-05-21 13:00:00,31.7,21.7,0.9966,1286.0
2004-05-21 14:00:00,31.7,21.5,0.9902,1298.0
2004-05-21 15:00:00,32.8,19.5,0.9515,1308.0
2004-05-21 16:00:00,32.5,18.6,0.8948,1276.0
2004-05-21 17:00:00,30.2,22.6,0.9524,1234.0
2004-05-21 18:00:00,27.6,25.7,0.9382,1419.0
2004-05-21 19:00:00,25.9,24.9,0.8195,1325.0
2004-05-21 20:00:00,23.9,29.4,0.8589,1346.0
2004-05-21 21:00:00,22.3,32.1,0.8515,1241.0
2004-05-21 22:00:00,20.5,35.9,0.8565,1274.0
2004-05-21 23:00:00,19.8,37.2,0.8509,1321.0
2004-05-22 00:00:00,19.1,41.9,0.9158,1424.0
2004-05-22 01:00:00,17.8,46.1,0.9344,1357.0
2004-05-22 02:00:00,17.6,47.6,0.9465,1123.0
2004-05-22 03:00:00,17.9,46.3,0.9394,1003.0
2004-05-22 04:00:00,16.9,49.8,0.9544,951.0
2004-05-22 05:00:00,15.8,53.8,0.9615,941.0
2004-05-22 06:00:00,16.5,53.5,0.9928,986.0
2004-05-22 07:00:00,17.2,52.9,1.0276,1153.0
2004-05-22 08:00:00,19.3,48.3,1.0723,1323.0
2004-05-22 09:00:00,20.6,47.1,1.1287,1315.0
2004-05-22 10:00:00,23.7,40.0,1.153,1303.0
2004-05-22 11:00:00,25.6,32.5,1.053,1238.0
2004-05-22 12:00:00,27.2,28.1,0.9989,1259.0
2004-05-22 13:00:00,27.9,28.1,1.0394,1246.0
2004-05-22 14:00:00,28.3,27.8,1.0539,1154.0
2004-05-22 15:00:00,29.2,27.0,1.081,1237.0
2004-05-22 16:00:00,28.9,29.3,1.1503,1315.0
2004-05-22 17:00:00,25.4,39.8,1.2771,1466.0
2004-05-22 18:00:00,25.2,40.1,1.2642,1409.0
2004-05-22 19:00:00,24.5,39.4,1.1963,1366.0
2004-05-22 20:00:00,22.3,45.4,1.2088,1241.0
2004-05-22 21:00:00,21.2,48.3,1.2034,1123.0
2004-05-22 22:00:00,20.6,50.5,1.2082,1321.0
2004-05-22 23:00:00,20.2,52.9,1.234,1397.0
2004-05-23 00:00:00,19.8,54.5,1.2488,1507.0
2004-05-23 01:00:00,19.5,56.2,1.2624,1405.0
2004-05-23 02:00:00,19.0,58.0,1.2581,1192.0
2004-05-23 03:00:00,18.1,61.6,1.2679,1199.0
2004-05-23 04:00:00,18.0,57.6,1.1788,973.0
2004-05-23 05:00:00,17.7,56.0,1.1215,864.0
2004-05-23 06:00:00,17.9,52.4,1.0655,886.0
2004-05-23 07:00:00,18.9,49.3,1.0668,988.0
2004-05-23 08:00:00,20.0,48.6,1.1199,1008.0
2004-05-23 09:00:00,20.6,41.2,0.9841,976.0
2004-05-23 10:00:00,23.6,34.0,0.9749,978.0
2004-05-23 11:00:00,26.7,28.1,0.9688,987.0
2004-05-23 12:00:00,26.8,28.1,0.9785,1030.0
2004-05-23 13:00:00,27.7,25.8,0.9467,955.0
2004-05-23 14:00:00,28.8,22.7,0.8864,924.0
2004-05-23 15:00:00,26.8,27.3,0.9462,1005.0
2004-05-23 16:00:00,25.9,28.7,0.9423,1059.0
2004-05-23 17:00:00,25.8,27.7,0.9076,1079.0
2004-05-23 18:00:00,24.8,29.5,0.9077,1070.0
2004-05-23 19:00:00,25.3,36.3,1.1513,1085.0
2004-05-23 20:00:00,23.9,40.4,1.1787,1066.0
2004-05-23 21:00:00,21.4,46.6,1.1764,1094.0
2004-05-23 22:00:00,20.5,49.3,1.173,1110.0
2004-05-23 23:00:00,19.2,42.3,0.9339,968.0
2004-05-24 00:00:00,19.2,37.9,0.8352,906.0
2004-05-24 01:00:00,17.2,43.1,0.8394,849.0
2004-05-24 02:00:00,15.8,45.2,0.8052,774.0
2004-05-24 03:00:00,15.7,42.3,0.7464,746.0
2004-05-24 04:00:00,16.3,41.0,0.7513,753.0
2004-05-24 05:00:00,16.1,36.5,0.664,749.0
2004-05-24 06:00:00,16.5,36.2,0.6752,864.0
2004-05-24 07:00:00,17.5,30.9,0.6111,1002.0
2004-05-24 08:00:00,18.4,24.0,0.5046,970.0
2004-05-24 09:00:00,19.2,23.8,0.5235,898.0
2004-05-24 10:00:00,21.7,18.1,0.4642,847.0
2004-05-24 11:00:00,22.3,17.0,0.4513,847.0
2004-05-24 12:00:00,22.8,16.1,0.4404,871.0
2004-05-24 13:00:00,23.8,14.5,0.4222,869.0
2004-05-24 14:00:00,25.1,13.1,0.4129,875.0
2004-05-24 15:00:00,25.8,12.9,0.4219,895.0
2004-05-24 16:00:00,25.5,14.0,0.4495,926.0
2004-05-24 17:00:00,24.5,15.4,0.4663,996.0
2004-05-24 18:00:00,22.6,17.2,0.4656,997.0
2004-05-24 19:00:00,21.2,18.9,0.471,1006.0
2004-05-24 20:00:00,19.1,22.8,0.501,895.0
2004-05-24 21:00:00,18.4,24.6,0.5169,862.0
2004-05-24 22:00:00,17.3,25.6,0.5032,858.0
2004-05-24 23:00:00,16.5,24.9,0.4642,853.0
2004-05-25 00:00:00,16.7,28.3,0.5316,859.0
2004-05-25 01:00:00,15.5,32.2,0.5641,837.0
2004-05-25 02:00:00,17.5,29.1,0.5773,746.0
2004-05-25 03:00:00,13.3,35.6,0.5393,752.0
2004-05-25 04:00:00,14.0,33.7,0.5355,742.0
2004-05-25 05:00:00,11.6,40.0,0.5462,774.0
2004-05-25 06:00:00,13.4,34.5,0.5272,798.0
2004-05-25 07:00:00,15.2,31.0,0.5329,1002.0
2004-05-25 08:00:00,16.3,27.5,0.5066,1210.0
2004-05-25 09:00:00,19.2,20.0,0.439,1058.0
2004-05-25 10:00:00,24.9,13.0,0.4038,1106.0
2004-05-25 11:00:00,28.3,9.9,0.3754,1153.0
2004-05-25 12:00:00,29.2,9.8,0.3914,1047.0
2004-05-25 13:00:00,31.6,9.2,0.419,1091.0
2004-05-25 14:00:00,32.6,9.3,0.4499,1162.0
2004-05-25 15:00:00,32.6,9.2,0.4463,1059.0
2004-05-25 16:00:00,32.3,10.0,0.4747,1083.0
2004-05-25 17:00:00,32.1,10.7,0.4996,1150.0
2004-05-25 18:00:00,29.7,12.2,0.5007,1321.0
2004-05-26 09:00:00,20.4,35.7,0.844,1303.0
2004-05-26 10:00:00,26.1,23.8,0.7938,1137.0
2004-05-26 11:00:00,28.8,21.1,0.8193,1139.0
2004-05-26 12:00:00,29.6,19.4,0.7897,1099.0
2004-05-26 13:00:00,31.6,16.4,0.7489,1088.0
2004-05-26 14:00:00,32.3,13.3,0.6303,1027.0
2004-05-26 15:00:00,31.8,13.5,0.6249,1014.0
2004-05-26 16:00:00,31.8,13.8,0.6394,969.0
2004-05-26 17:00:00,31.0,15.9,0.7039,1120.0
2004-05-26 18:00:00,28.6,18.7,0.7216,1131.0
2004-05-26 19:00:00,26.7,19.5,0.6754,1130.0
2004-05-26 20:00:00,25.0,24.4,0.7616,1123.0
2004-05-26 21:00:00,22.8,28.4,0.7804,1069.0
2004-05-26 22:00:00,21.7,29.2,0.7458,1021.0
2004-05-26 23:00:00,21.1,30.9,0.7617,1101.0
2004-05-27 00:00:00,19.9,36.3,0.8349,1026.0
2004-05-27 01:00:00,18.6,39.3,0.8355,949.0
2004-05-27 02:00:00,18.6,38.8,0.8228,846.0
2004-05-27 03:00:00,19.0,38.9,0.8468,811.0
2004-05-27 04:00:00,18.0,40.9,0.8394,803.0
2004-05-27 05:00:00,15.5,48.6,0.8505,882.0
2004-05-27 06:00:00,16.0,47.9,0.8659,963.0
2004-05-27 07:00:00,17.0,46.0,0.883,1413.0
2004-05-27 08:00:00,19.0,41.6,0.9039,1485.0
2004-05-27 09:00:00,21.8,35.0,0.9002,1354.0
2004-05-27 10:00:00,25.6,28.0,0.9088,1074.0
2004-05-27 11:00:00,26.4,23.1,0.7853,1022.0
2004-05-27 12:00:00,27.1,24.2,0.856,1100.0
2004-05-27 13:00:00,27.5,20.9,0.7565,1073.0
2004-05-27 14:00:00,29.5,19.7,0.8015,1049.0
2004-05-27 15:00:00,30.6,18.6,0.8014,1086.0
2004-05-27 16:00:00,31.3,15.8,0.7106,1059.0
2004-05-27 17:00:00,29.4,21.0,0.8452,1244.0
2004-05-27 18:00:00,27.0,23.5,0.8256,1320.0
2004-05-27 19:00:00,25.8,26.7,0.8758,1236.0
2004-05-27 20:00:00,23.7,28.4,0.8225,1136.0
2004-05-27 21:00:00,21.3,33.0,0.8284,1110.0
2004-05-27 22:00:00,20.5,35.3,0.8435,1026.0
2004-05-27 23:00:00,19.4,38.1,0.8511,1038.0
2004-05-28 00:00:00,19.4,40.7,0.9045,975.0
2004-05-28 01:00:00,17.8,44.9,0.903,908.0
2004-05-28 02:00:00,16.6,49.7,0.9295,896.0
2004-05-28 03:00:00,16.5,48.6,0.9028,810.0
2004-05-28 04:00:00,15.2,53.6,0.919,789.0
2004-05-28 05:00:00,15.5,51.7,0.9019,814.0
2004-05-28 06:00:00,14.9,54.8,0.9247,958.0
2004-05-28 07:00:00,16.3,51.3,0.9416,1213.0
2004-05-28 08:00:00,18.4,45.7,0.9559,1221.0
2004-05-28 09:00:00,20.8,43.6,1.0614,1245.0
